Name,Price,Manufacturer,Category,Stock Availability,Scale,Type,Brand,Series,Review
HG00 049 GNZ-007 Gaddess,18.51,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
DMG BOX - HGUC 071 MS-05L Zaku I Sniper Type,14.45,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HG Armored Special Carrier (ASC),31.45,Bandai,Model Kit,Out of stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
DMG BOX - HGUC 191 RX-78-2 Gundam (Revive),11.05,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBF 010 GM Sniper K9,24,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 089 MS-18E Kampfer,19.55,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 179 Kshatriya Repair,74.94,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG Box - HGGBB 04 Blazing Gundam,22.1,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGBD:R 001 Earthree Gundam,14.45,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGGBB 06 Barbataurus,19.8,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG Box - HG00 001 GN-001 Gundam Exia,12.75,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
HGIBO 012 Ryusei-Go (Graze Kai II),13.93,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG00 071 GNX-903VW Brave (Commander Test Type),21,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
DMG BOX - HGBD:R 022 Alus Earthree Gundam,15.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGCE 201 ZGMF-X20A Strike Freedom Gundam (Revive),21.25,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,No reviews
DMG BOX - HGUC 022 MSN-02 Zeong,17,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Mobile Suit Gundam,No reviews
DMG BOX - HGAG 034 G-Xiphos,16.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG 1/35 Z-01Z Lancelot Albion,49,Bandai,Model Kit,Out of stock,1/35,HG - High Grade,Code Geass,Code Geass,5.0
HGBF 060 Hyper Gyanko,26.93,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBC 015 Lightning Back Weapon System,7.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Fighters,No reviews
DMG BOX - HGUC 112 AMS-129 Geara Zulu (Angelo Sauper Use),22.95,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG Box - HG00 004 GN-003 Gundam Kyrios,16.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
HGBD 000 Gundam 00 Diver,10.97,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Divers,No reviews
HGUC 125 GM Cannon II,19.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 023 S-Gundam,23,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 096 RMS-119 EWAC-Zack,21,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGSEED 44 GAT-X1022 Blu Duel Gundam,21,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBC 038 Spinning Blaster,7.98,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Divers,No reviews
HGRC 005 Space Backpack for Gundam G-Self,13.93,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
DMG Box - HGCE 237 GAT-O2L2 Dagger L,12.75,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,No reviews
DMG BOX - HGBF 053 Amazing Strike Freedom Gundam,23.8,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 148 MSN-001X Gundam Delta Kai,25.6,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBC 007 Amazing Weapon Binder,5.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Fighters,No reviews
DMG BOX - HGUC 214 Byarlant Z Gundam,26.96,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,None,No reviews
DMG Box - HGAC 239 Deathscythe,15.96,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 215 Moon Gundam,31.45,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGBD:R 034 Gundam Anima [Rize],19.51,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 123 Jegan ECOAS Type,17.85,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG Box - HG MS-06 Zaku The Ground War Set,22.95,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGBC 012 Skull Weapon Booster,9.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Fighters,No reviews
HGBC 004 Meteor Hopper,9.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Fighters,4.0
DMG BOX - HGUC 117 Gouf Custom,17.85,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HG Jo Hound,26.35,Bandai,Model Kit,Out of stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
DMG BOX - HGUC 106 Loto Twin Set,17.85,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGIBO 007 Gundam Barbatos & Long Distance Transport Booster Kutan Type-III,59.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGBF 056 ChinaGGuy,25.94,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 072 RGM-79FP GM Striker,12.75,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - HGUC 032 MS-06S Char's Zaku II,11.05,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGIBO 004 Graze Kai,11.98,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBF 008 Kampfar Amazing,20.97,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGIBO 010 Hyakuren (Amida Custom),13.93,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGGTO 001 MS-06S Zaku II Char Custom,19.97,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 124 AMX-009 Dreissen (Unicorn Ver.),25,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGTWFM 03 Gundam Aerial,16,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,Mobile Suit Gundam,,No reviews
HGTWFM 01 Gundam Lfrith,22,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,Mobile Suit Gundam,,No reviews
HGUC 186 MSZ-008 ZII,29.99,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG EW-06 Nataku Gundam,11.98,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Wing: Endless Waltz,No reviews
HGUC 144 Base Jabber (Unicorn Ver.),13,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGTWFM 04 Guel's Dilanza,22,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,Mobile Suit Gundam,,No reviews
HGRC 003 Montero (Crim Nike Custom),16.98,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGTWFM 02 Beguir-Beu,22,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,Mobile Suit Gundam,,No reviews
Evangelion Production Model Custom Type-08β (Wille Custom) (Rebuild of Evangelion Ver.),45.97,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Neon Genesis Evangelion,None,No reviews
HGUC 060 PMX-001 Palace-Athene,23,Bandai,Model Kit,Coming Soon,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
RG 29 MSN-04 Sazabi,55,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG 36 RX-93 Hi-Nu Gundam,55,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG 32 RX-93 Nu Gundam,51,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.8
RG 35 Wing Gundam,39,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.9
RG 33 ZGMF-X56S/α Force Impulse Gundam,37,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.9
RG Evangelion Unit-01,55,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG Evangelion Unit-01 DX Transport Platform Set,77,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG 34 MSN-02 Zeong,66,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG Evangelion Unit-02,55,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,4.7
RG 07 RX-178 Gundam Mk-II (Titans),31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.3
RG 01 RX-78-2 Gundam,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Mobile Suit Gundam,Mobile Suit Gundam,2.8
RG Evangelion Unit-00 DX Positron Cannon Set,77,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG Evangelion Unit-00,55,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG 02 MS-06S Zaku II,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Mobile Suit Gundam,Mobile Suit Gundam,3.2
RG 10 MSZ-006 Zeta Gundam,37,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,2.5
RG 27 Unicorn Gundam 02 Banshee Norn,49,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG 11 ZGMF-X42S Destiny Gundam,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.8
RG 15 Gundam Exia,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.4
RG 21 00 QAN[T],31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.5
RG 08 RX-178 Gundam Mk-II (A.E.U.G.),31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.8
RG 04 MS-06F Zaku II,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.5
RG 05 ZGMF-X10A Freedom Gundam,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.0
RG 14 ZGMF-X20A Strike Freedom,37,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG GaoGaiGar,71,Bandai,Model Kit,In stock,non,RG - Real Grade,None,None,5.0
RG Evangelion Unit-03 The Enchanted Shield of Virtue Set,75,Bandai,Model Kit,In stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,4.0
RG 03 GAT-X105 Aile Strike Gundam,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG 12 Gundam GP01 Zephyrantes,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.2
RG 13 RX-78 GP01FB,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG 16 MSM-07S Z'Gok,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG 18 GN-0000+GNR-010 00 Raiser,37,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG 06 FX-550 Skygrasper Launcher/Sword pack,31,Bandai,Model Kit,In stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG 28 Tallgeese EW,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.7
RG 31 Crossbone Gundam X1,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,5.0
RG 17 Wing Gundam Zero EW,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.4
RG 25 RX-0 Unicorn Gundam,46,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.3
RG 30 Full Armor Gundam Unicorn,64,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.5
RG 19 MBF-P02 Gundam Astray Red Frame,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.2
RG RX-93 Νu Gundam Fin Funnel Effect Set,69.95,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Mobile Suit Gundam,Char's Counterattack,5.0
RG 22 Sinanju,46,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.8
RG Evangelion Mark.06,59,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG MSN-02 Last Shooting Zeong Effect Set,104.95,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Mobile Suit Gundam,Mobile Suit Gundam,5.0
RG 23 Build Strike Gundam Full Package,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.3
RG 20 Wing Gundam EW,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,4.0
RG Evangelion Unit-08 Alpha,51.95,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,5.0
RG 24 MBF-P01-Re2 Gundam Astray Gold Frame Amatsu Mina,36.95,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.0
RG 26 MS-06R-2 Johnny Ridden's Zaku II,32.95,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.5
RG 09 ZGMF-X09A Justice Gundam,31,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,3.0
DMG BOX - RG 35 Wing Gundam,33.15,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Mobile Suit Gundam,Gundam Wing,No reviews
DMG BOX - RG Evangelion Unit-01 DX Transport Platform Set,65.45,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Neon Genesis Evangelion,None,No reviews
DMG BOX - RG 29 MSN-04 Sazabi,46.75,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,Mobile Suit Gundam,Char's Counterattack,No reviews
DMG BOX - RG 15 Gundam Exia,26.35,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,No reviews
DMG BOX - RG 16 MSM-07S Z'Gok,26.35,Bandai,Model Kit,Out of stock,1/144,RG - Real Grade,None,Mobile Suit Gundam,No reviews
RG Goldymarg,52,Bandai,Model Kit,Coming Soon,non,RG - Real Grade,None,None,No reviews
MG Gundam Barbatos,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Iron-Blooded Orphans,4.9
MG GN-002 Gundam Dynames,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,5.0
MG MSN-04 Sazabi Ver.Ka,106,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Char's Counterattack,4.7
MG ZGMF-X10A Freedom Gundam (Ver. 2.0),55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,4.6
MG GM Sniper II,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 0080: War in the Pocket,4.7
MG RX-78-2 Gundam (Ver. 3.0),55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,4.6
MG GN-003 Gundam Kyrios,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,5.0
MG Gundam Deathscythe Hell EW,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing: Endless Waltz,4.4
MG Epyon EW,59,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,4.3
MG GN-005 Gundam Virtue,94,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,4.5
MG ZGMF-1000/A1 Gunner Zaku Warrior (Lunamaria Hawke Custom),53,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed Destiny,4.3
MG Full Armor Gundam Ver.Ka (Gundam Thunderbolt Ver.),82,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Thunderbolt,4.0
MG Hi-Nu Gundam Ver.Ka,82,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Char's Counterattack,4.6
MG MBF-P02KAI Gundam Astray Red Frame,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed Astray,4.7
MG Gundam Heavyarms EW,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,5.0
MG GAT-X105 Aile Strike Gundam Ver. RM,51,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,5.0
MG MFV-X08 Eclipse Gundam,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,5.0
MG RX-78-2 Gundam The Origin,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam: The Origin,4.5
MG ZGMF-X09A Justice Gundam,59,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,5.0
MG ZZ Gundam Ver.Ka,71,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam ZZ,4.9
MG Gouf Custom,37,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,The 08th MS Team,4.5
MG Gundam Sandrock EW,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,5.0
MG ZGMF-X13A Providence Gundam 2.0,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,5.0
MG MBF-02+EW454F Strike Rouge + Ootori Equipment Ver.RM,51,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed Destiny,4.7
MG GAT-X207 Blitz Gundam,49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,4.5
MG GAT-X102 Duel Gundam [Assault Shroud],51,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed Destiny,4.5
MG RX-0 Unicorn Gundam,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Unicorn,3.5
MG MSN-06S Sinanju (Animation Color),88,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Unicorn,5.0
MG Unicorn Gundam 02 Banshee Ver.Ka,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Unicorn,4.7
MG Tallgeese EW,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,4.7
MG GN-001 Gundam Exia,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,4.3
MG Gundam F91 (Ver. 2.0),49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam F91,4.0
MG XXXG-01W Wing Gundam Ver.Ka,43,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,3.7
MG RX-79[G] Gundam Ground Type,37,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,The 08th MS Team,4.3
MG Ms-18E Kampfer,49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 0080: War in the Pocket,3.7
MG Crossbone Gundam X-1 Full Cloth,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,None,4.3
MG MS-14S Char's Gelgoog (Ver. 2.0),55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,4.5
MG God Gundam,31,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,G Gundam,4.0
MG MS-06J Zaku II (Ver. 2.0),43,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,No reviews
MG ZGMF-1017 Mobile Ginn,53,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,4.7
MG MSM-07S Z'Gok,37,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,4.0
MG 00 QAN[T] Full Saber,64,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,4.0
MG Geara Doga,59,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Char's Counterattack,5.0
MG GAT-X103 Buster Gundam,49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,5.0
MG RGM-79 GM (Ver. 2.0),43,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,5.0
MG Shin Musha Gundam,61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,None,3.5
MG XXXG-01W Wing Gundam,49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,4.8
MG Rick-Dom (2022),61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,None,4.0
MG RX-178 Gundam Mk-II Titans (Ver. 2.0),43,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Zeta Gundam,4.5
MG RX-178 Gundam Mk-II A.E.U.G (Ver. 2.0),49,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Zeta Gundam,4.7
MG GNX-603T GN-X,44,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,3.0
MG Gundam Deathscythe EW,46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Wing,4.0
MG Gundam Double X,55,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,None,4.5
MG GN-0000+GNR-010 00 Raiser,77,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam 00,4.0
MG MSZ-006 Zeta Gundam (Ver. 2.0),61,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Zeta Gundam,4.7
MG RX-77-2 Guncannon,37,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,3.0
MG ZGMF-X20A Strike Freedom Gundam,59,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed Destiny,3.3
MG Gouf (Ver. 2.0),46,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,5.0
MG GAT-X303 Aegis Gundam,59,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Seed,4.4
MG RX-78-2 Gundam Ver.Ka,39,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Mobile Suit Gundam,4.5
MG RX-0 Full Armor Unicorn Gundam Ver.Ka,94,Bandai,Model Kit,In stock,1/100,MG - Master Grade,Mobile Suit Gundam,Gundam Unicorn,3.7
